customer_id,signup_date,age,location,customer_segment,subscription_plan,monthly_spend,total_spend,acquisition_channel,payment_method,subscription_start_date,renewal_date,tenure_months,plan_changes,upgrades,downgrades,last_login_date,login_frequency,days_since_last_login,sessions_last_30_days,average_session_duration,feature_usage_count,key_feature_usage,activity_change_pct,support_tickets,unresolved_tickets,complaints,failed_payments,churned,churn_date,churn_reason_category,signup_year_month,is_high_value,is_early_stage,has_support_friction,has_billing_issue,has_inactivity_warning,score_inactivity,score_engagement_velocity,score_operational_friction,score_feature_adoption,churn_risk_score,risk_tier,primary_risk_driver,strategic_segment
CUST-15583,2024-10-14,38,Latin America,Mid-Market,Enterprise,249.0,3486.0,Organic Search,ACH / Bank Transfer,2024-10-14,2025-10-14,14,0,0,0,2025-12-05,Rare (1-2x/mo),26,2,10.0,24,0,-56.9,2,0,0,0,1,2024-12-13,Competitor Migration / Natural Attrition,2024-10,1,0,0,0,1,22.2,19.225,0.0,12.0,53.4,Medium Risk,Severe Inactivity,Churned Customer
CUST-15584,2025-01-23,43,Latin America,Enterprise,Enterprise,249.0,2739.0,Content / Webinar,ACH / Bank Transfer,2025-01-23,2026-01-23,11,0,0,0,2025-12-30,Daily,1,62,39.3,12,1,35.8,1,0,0,0,0,,Active / Retained,2025-01,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15585,2024-08-21,42,North America,Startup/Individual,Basic,29.0,464.0,Paid Ads,ACH / Bank Transfer,2024-08-21,2025-08-21,16,0,0,0,2025-12-27,Weekly (3-5x/wk),4,15,16.9,9,0,-11.8,2,0,0,0,0,,Active / Retained,2024-08,0,0,0,0,0,7.5,2.95,0.0,12.0,22.4,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15586,2025-09-25,61,North America,SMB,Basic,29.0,87.0,Direct Sales,Credit Card,2025-09-25,2026-09-25,3,0,0,0,2025-12-17,Occasional (1-2x/wk),14,20,20.8,6,0,-15.8,4,0,0,0,0,,Active / Retained,2025-09,0,1,0,0,1,20.4,3.95,0.0,14.5,38.8,Medium Risk,Severe Inactivity,New Customers At-Risk
CUST-15587,2024-01-25,39,North America,SMB,Basic,29.0,667.0,Direct Sales,ACH / Bank Transfer,2024-01-25,2025-01-24,23,0,0,0,2025-11-27,Dormant (30+ days),34,15,13.4,18,1,-24.3,4,2,1,0,1,2024-03-25,Support Friction & Unresolved Issues,2024-01,0,0,1,0,1,25.0,6.075,10.5,0.0,41.6,Medium Risk,Severe Inactivity,Churned Customer
CUST-15588,2025-05-22,52,Europe,Mid-Market,Enterprise,249.0,1743.0,Organic Search,Credit Card,2025-05-22,2026-05-22,7,0,0,0,2025-12-31,Weekly (3-5x/wk),0,17,29.1,13,1,-5.1,3,0,0,0,0,,Active / Retained,2025-05,1,0,0,0,0,0.0,1.275,0.0,0.0,1.3,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15589,2025-10-01,53,Asia Pacific,Enterprise,Custom Tier,607.44,1214.88,Organic Search,ACH / Bank Transfer,2025-10-01,2026-10-01,2,0,0,0,2025-12-28,Weekly (3-5x/wk),3,26,24.7,7,1,30.9,1,0,0,0,0,,Active / Retained,2025-10,1,1,0,0,0,0.0,0.0,0.0,2.5,2.5,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15590,2025-01-17,54,Asia Pacific,SMB,Basic,29.0,319.0,Paid Ads,ACH / Bank Transfer,2025-01-17,2026-01-17,11,1,0,1,2025-12-11,Rare (1-2x/mo),20,0,9.1,5,0,-48.8,1,0,0,0,1,2025-09-17,Plan Downgrade / Low Perceived ROI,2025-01,0,0,0,0,1,20.1,17.2,0.0,22.5,59.8,Medium Risk,Low Feature Adoption / Downgrade,Churned Customer
CUST-15591,2024-08-30,25,Europe,SMB,Basic,29.0,464.0,Organic Search,Credit Card,2024-08-30,2025-08-30,16,0,0,0,2025-12-28,Weekly (3-5x/wk),3,23,24.5,12,1,-5.6,1,0,0,0,0,,Active / Retained,2024-08,0,0,0,0,0,0.0,1.4,0.0,0.0,1.4,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15592,2024-12-21,58,North America,SMB,Basic,29.0,348.0,Partner Affiliate,Credit Card,2024-12-21,2025-12-21,12,0,0,0,2025-12-26,Weekly (3-5x/wk),5,45,22.7,6,0,18.2,1,0,0,0,0,,Active / Retained,2024-12,0,0,0,0,0,9.0,0.0,0.0,14.5,23.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15593,2025-08-31,52,North America,SMB,Basic,29.0,116.0,Content / Webinar,Credit Card,2025-08-31,2026-08-31,4,0,0,0,2025-10-25,Dormant (30+ days),67,12,15.9,7,0,-44.6,5,3,0,1,1,2025-11-30,Support Friction & Unresolved Issues,2025-08,0,0,1,1,1,25.0,11.15,14.0,14.5,64.6,High Risk,Severe Inactivity,Churned Customer
CUST-15594,2025-01-06,30,Latin America,SMB,Basic,29.0,319.0,Direct Sales,PayPal,2025-01-06,2026-01-06,11,0,0,0,2025-12-29,Daily,2,30,12.0,12,0,11.2,2,0,0,1,0,,Active / Retained,2025-01,0,0,0,1,0,0.0,0.0,6.0,12.0,18.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15595,2024-03-08,48,North America,Enterprise,Enterprise,249.0,5229.0,Direct Sales,Credit Card,2024-03-08,2025-03-08,21,0,0,0,2025-12-31,Weekly (3-5x/wk),0,23,13.6,7,0,11.9,0,0,0,0,0,,Active / Retained,2024-03,1,0,0,0,0,0.0,0.0,0.0,14.5,14.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15596,2024-10-31,52,North America,Enterprise,Enterprise,249.0,3237.0,Direct Sales,Invoicing,2024-10-31,2025-10-31,13,0,0,0,2025-12-23,Occasional (1-2x/wk),8,32,26.0,12,1,-6.4,2,0,0,0,0,,Active / Retained,2024-10,1,0,0,0,0,13.2,1.6,0.0,0.0,14.8,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15597,2025-04-24,34,Asia Pacific,Mid-Market,Pro,79.0,632.0,Organic Search,ACH / Bank Transfer,2025-04-24,2026-04-24,8,0,0,0,2025-12-27,Weekly (3-5x/wk),4,27,13.3,10,0,43.6,4,3,0,0,0,,Active / Retained,2025-04,0,0,1,0,0,7.5,0.0,8.0,12.0,27.5,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-15598,2025-03-23,30,Asia Pacific,SMB,Pro,79.0,711.0,Organic Search,PayPal,2025-03-23,2026-03-23,9,0,0,0,2025-12-31,Daily,0,31,16.4,14,1,17.6,2,0,0,0,0,,Active / Retained,2025-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15599,2024-10-29,49,Latin America,SMB,Pro,79.0,1106.0,Referral,Credit Card,2024-10-29,2025-10-29,14,0,0,0,2025-12-29,Daily,2,35,19.2,17,1,5.0,3,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15600,2025-07-08,36,North America,Mid-Market,Pro,79.0,395.0,Partner Affiliate,Credit Card,2025-07-08,2026-07-08,5,0,0,0,2025-12-29,Daily,2,25,6.0,9,1,16.5,1,0,0,0,0,,Active / Retained,2025-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15601,2025-02-01,32,Europe,Enterprise,Enterprise,249.0,2490.0,Content / Webinar,Credit Card,2025-02-01,2026-02-01,10,0,0,0,2025-12-31,Weekly (3-5x/wk),0,15,19.6,2,0,-22.5,0,0,0,0,0,,Active / Retained,2025-02,1,0,0,0,0,0.0,5.625,0.0,17.0,22.6,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15602,2024-05-01,28,Europe,SMB,Basic,29.0,580.0,Paid Ads,Credit Card,2024-05-01,2025-05-01,20,0,0,0,2025-12-31,Daily,0,50,32.8,3,0,-1.2,0,0,0,1,0,,Active / Retained,2024-05,0,0,0,1,0,0.0,0.3,6.0,17.0,23.3,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15603,2025-04-07,43,Latin America,Startup/Individual,Basic,29.0,232.0,Paid Ads,Credit Card,2025-04-07,2026-04-07,8,0,0,0,2025-12-31,Daily,0,37,25.5,9,1,31.8,3,0,0,0,0,,Active / Retained,2025-04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15604,2025-09-28,61,Asia Pacific,SMB,Basic,29.0,87.0,Content / Webinar,Credit Card,2025-09-28,2026-09-28,3,0,0,0,2025-12-27,Weekly (3-5x/wk),4,28,10.2,17,1,48.1,3,0,0,0,0,,Active / Retained,2025-09,0,1,0,0,0,7.5,0.0,0.0,0.0,7.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15605,2024-09-20,24,Asia Pacific,Mid-Market,Enterprise,249.0,3735.0,Referral,Credit Card,2024-09-20,2025-09-20,15,0,0,0,2025-12-30,Daily,1,26,17.6,20,1,13.3,4,1,1,0,0,,Active / Retained,2024-09,1,0,1,0,0,0.0,0.0,6.5,0.0,6.5,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15606,2025-10-19,37,North America,SMB,Basic,29.0,58.0,Organic Search,PayPal,2025-10-19,2026-10-19,2,0,0,0,2025-12-25,Weekly (3-5x/wk),6,34,22.7,13,1,-4.0,1,0,0,0,0,,Active / Retained,2025-10,0,1,0,0,0,10.5,1.0,0.0,0.0,11.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15607,2024-12-22,42,Asia Pacific,SMB,Basic,29.0,348.0,Paid Ads,Credit Card,2024-12-22,2025-12-22,12,1,0,1,2025-12-19,Occasional (1-2x/wk),12,6,2.0,8,0,-55.1,1,0,0,0,1,2025-05-23,Plan Downgrade / Low Perceived ROI,2024-12,0,0,0,0,0,18.0,16.275,0.0,22.5,56.8,Medium Risk,Low Feature Adoption / Downgrade,Churned Customer
CUST-15608,2025-10-28,44,Europe,Mid-Market,Enterprise,249.0,498.0,Partner Affiliate,ACH / Bank Transfer,2025-10-28,2026-10-28,2,0,0,0,2025-12-30,Daily,1,28,19.0,7,1,1.5,0,0,0,0,0,,Active / Retained,2025-10,1,1,0,0,0,0.0,0.0,0.0,2.5,2.5,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15609,2025-09-26,50,North America,SMB,Pro,79.0,237.0,Organic Search,Credit Card,2025-09-26,2026-09-26,3,0,0,0,2025-12-31,Daily,0,33,17.6,13,1,-19.8,2,0,0,0,0,,Active / Retained,2025-09,0,1,0,0,0,0.0,4.95,0.0,0.0,5.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15610,2024-07-25,33,North America,Mid-Market,Enterprise,249.0,4233.0,Direct Sales,Credit Card,2024-07-25,2025-07-25,17,0,0,0,2025-12-27,Weekly (3-5x/wk),4,37,27.4,14,1,3.3,3,0,0,0,0,,Active / Retained,2024-07,1,0,0,0,0,7.5,0.0,0.0,0.0,7.5,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15611,2025-10-17,27,Europe,Mid-Market,Enterprise,249.0,498.0,Direct Sales,Credit Card,2025-10-17,2026-10-17,2,0,0,0,2025-12-31,Daily,0,39,19.6,6,0,11.5,0,0,0,0,0,,Active / Retained,2025-10,1,1,0,0,0,0.0,0.0,0.0,14.5,14.5,Low Risk,Healthy Customer / No Major Risk,New Customers At-Risk
CUST-15612,2025-03-19,27,North America,Startup/Individual,Basic,29.0,261.0,Organic Search,Credit Card,2025-03-19,2026-03-19,9,1,1,0,2025-12-25,Weekly (3-5x/wk),6,20,28.3,21,1,-32.8,4,0,0,0,0,,Active / Retained,2025-03,0,0,0,0,0,10.5,8.2,0.0,0.0,18.7,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15613,2024-10-27,35,Latin America,Startup/Individual,Basic,29.0,406.0,Organic Search,Credit Card,2024-10-27,2025-10-27,14,1,1,0,2025-12-29,Occasional (1-2x/wk),2,6,15.5,16,0,9.3,0,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,0,0.0,2.5,0.0,12.0,14.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15614,2025-04-22,62,Asia Pacific,SMB,Basic,29.0,232.0,Direct Sales,Credit Card,2025-04-22,2026-04-22,8,0,0,0,2025-12-29,Daily,2,29,30.8,11,0,-10.5,6,1,0,0,0,,Active / Retained,2025-04,0,0,1,0,0,0.0,2.625,4.0,12.0,18.6,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15615,2024-01-20,24,North America,Mid-Market,Pro,79.0,1817.0,Partner Affiliate,Credit Card,2024-01-20,2025-01-19,23,0,0,0,2025-12-29,Daily,2,38,22.5,11,0,-9.9,5,3,1,0,0,,Active / Retained,2024-01,0,0,1,0,0,0.0,2.475,10.5,12.0,25.0,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-15616,2025-10-19,46,Europe,SMB,Pro,79.0,158.0,Content / Webinar,PayPal,2025-10-19,2026-10-19,2,0,0,0,2025-11-14,Dormant (30+ days),47,6,9.9,13,1,-95.7,2,0,0,0,1,2025-11-18,Competitor Migration / Natural Attrition,2025-10,0,1,0,0,1,25.0,22.5,0.0,0.0,47.5,Medium Risk,Severe Inactivity,Churned Customer
CUST-15617,2025-03-20,57,North America,Mid-Market,Pro,79.0,711.0,Partner Affiliate,Credit Card,2025-03-20,2026-03-20,9,0,0,0,2025-12-28,Weekly (3-5x/wk),3,24,28.1,3,0,25.5,4,1,1,0,0,,Active / Retained,2025-03,0,0,1,0,0,0.0,0.0,6.5,17.0,23.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15618,2025-06-19,53,Europe,Mid-Market,Pro,79.0,474.0,Organic Search,Credit Card,2025-06-19,2026-06-19,6,1,1,0,2025-12-27,Weekly (3-5x/wk),4,32,32.6,12,1,4.6,1,0,0,0,0,,Active / Retained,2025-06,0,0,0,0,0,7.5,0.0,0.0,0.0,7.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15619,2025-08-15,34,Europe,SMB,Pro,79.0,316.0,Organic Search,PayPal,2025-08-15,2026-08-15,4,0,0,0,2025-12-29,Daily,2,30,22.0,19,1,26.7,3,0,0,0,0,,Active / Retained,2025-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15620,2025-08-29,37,Latin America,SMB,Basic,29.0,116.0,Organic Search,Credit Card,2025-08-29,2026-08-29,4,0,0,0,2025-12-30,Daily,1,30,12.3,12,0,20.5,3,0,0,0,0,,Active / Retained,2025-08,0,0,0,0,0,0.0,0.0,0.0,12.0,12.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15621,2025-07-04,44,Europe,Enterprise,Enterprise,249.0,1245.0,Content / Webinar,Invoicing,2025-07-04,2026-07-04,5,0,0,0,2025-12-27,Weekly (3-5x/wk),4,15,28.8,5,1,1.6,1,0,0,0,0,,Active / Retained,2025-07,1,0,0,0,0,7.5,0.0,0.0,2.5,10.0,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15622,2025-10-17,37,Asia Pacific,SMB,Pro,79.0,158.0,Organic Search,PayPal,2025-10-17,2026-10-17,2,0,0,0,2025-12-24,Occasional (1-2x/wk),7,43,35.6,12,0,-21.9,3,0,0,0,0,,Active / Retained,2025-10,0,1,0,0,0,12.0,5.475,0.0,12.0,29.5,Low Risk,Severe Inactivity,New Customers At-Risk
CUST-15623,2024-11-24,40,Asia Pacific,Enterprise,Custom Tier,690.43,8975.59,Referral,Invoicing,2024-11-24,2025-11-24,13,0,0,0,2025-12-21,Occasional (1-2x/wk),10,36,10.9,10,0,-9.6,3,0,0,0,0,,Active / Retained,2024-11,1,0,0,0,0,15.6,2.4,0.0,12.0,30.0,Low Risk,Severe Inactivity,Loyal Customers
CUST-15624,2025-06-18,29,North America,Startup/Individual,Basic,29.0,174.0,Organic Search,Credit Card,2025-06-18,2026-06-18,6,1,1,0,2025-12-31,Daily,0,30,30.7,15,1,9.0,2,0,0,0,0,,Active / Retained,2025-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15625,2025-08-16,31,Europe,Startup/Individual,Basic,29.0,116.0,Organic Search,Credit Card,2025-08-16,2026-08-16,4,0,0,0,2025-12-31,Daily,0,40,30.8,18,1,-40.0,5,0,0,0,0,,Active / Retained,2025-08,0,0,0,0,0,0.0,10.0,0.0,0.0,10.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15626,2024-03-02,47,Asia Pacific,SMB,Basic,29.0,609.0,Organic Search,ACH / Bank Transfer,2024-03-02,2025-03-02,21,0,0,0,2025-12-14,Rare (1-2x/mo),17,6,13.4,10,1,-50.3,1,0,0,0,1,2025-07-02,Competitor Migration / Natural Attrition,2024-03,0,0,0,0,1,19.05,15.075,0.0,0.0,34.1,Medium Risk,Severe Inactivity,Churned Customer
CUST-15627,2025-05-02,21,North America,SMB,Basic,29.0,203.0,Paid Ads,PayPal,2025-05-02,2026-05-02,7,0,0,0,2025-12-22,Occasional (1-2x/wk),9,10,22.2,12,1,9.7,3,0,0,0,0,,Active / Retained,2025-05,0,0,0,0,0,14.4,0.0,0.0,0.0,14.4,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15628,2025-09-10,32,Latin America,Mid-Market,Enterprise,249.0,747.0,Organic Search,Credit Card,2025-09-10,2026-09-10,3,0,0,0,2025-12-31,Daily,0,31,14.8,16,1,23.4,3,0,0,0,0,,Active / Retained,2025-09,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15629,2025-09-09,40,Asia Pacific,SMB,Basic,29.0,87.0,Organic Search,Credit Card,2025-09-09,2026-09-09,3,0,0,0,2025-12-24,Occasional (1-2x/wk),7,34,20.4,19,1,16.9,2,0,0,0,0,,Active / Retained,2025-09,0,1,0,0,0,12.0,0.0,0.0,0.0,12.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15630,2025-10-04,61,North America,Startup/Individual,Basic,29.0,58.0,Direct Sales,Credit Card,2025-10-04,2026-10-04,2,0,0,0,2025-11-29,Dormant (30+ days),32,6,5.0,6,0,-65.0,3,0,0,0,1,2025-11-03,Onboarding Dropoff & Low Feature Adoption,2025-10,0,1,0,0,1,25.0,18.75,0.0,14.5,58.2,Medium Risk,Severe Inactivity,Churned Customer
CUST-15631,2024-05-13,51,Middle East & Africa,Mid-Market,Pro,79.0,1501.0,Paid Ads,Credit Card,2024-05-13,2025-05-13,19,0,0,0,2025-12-13,Rare (1-2x/mo),18,23,25.7,8,0,27.2,4,1,0,0,0,,Active / Retained,2024-05,0,0,1,0,1,19.4,0.0,4.0,14.5,37.9,Medium Risk,Severe Inactivity,Loyal Customers
CUST-15632,2025-01-06,47,North America,SMB,Pro,79.0,869.0,Referral,Credit Card,2025-01-06,2026-01-06,11,0,0,0,2025-12-27,Weekly (3-5x/wk),4,26,20.7,5,0,-22.9,1,0,0,0,0,,Active / Retained,2025-01,0,0,0,0,0,7.5,5.725,0.0,14.5,27.7,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-15633,2025-08-12,21,Latin America,Mid-Market,Pro,79.0,316.0,Partner Affiliate,Credit Card,2025-08-12,2026-08-12,4,0,0,0,2025-12-31,Weekly (3-5x/wk),0,16,23.0,7,1,4.7,5,2,0,0,0,,Active / Retained,2025-08,0,0,1,0,0,0.0,0.0,8.0,2.5,10.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15634,2025-06-04,55,North America,Mid-Market,Enterprise,249.0,1494.0,Referral,ACH / Bank Transfer,2025-06-04,2026-06-04,6,0,0,0,2025-12-05,Rare (1-2x/mo),26,3,12.3,7,0,-46.8,3,0,0,0,1,2025-09-03,Competitor Migration / Natural Attrition,2025-06,1,0,0,0,1,22.2,16.7,0.0,14.5,53.4,Medium Risk,Severe Inactivity,Churned Customer
CUST-15635,2025-03-22,44,Asia Pacific,SMB,Pro,79.0,711.0,Organic Search,PayPal,2025-03-22,2026-03-22,9,1,1,0,2025-12-31,Occasional (1-2x/wk),0,6,12.4,10,1,-6.4,3,0,0,1,0,,Active / Retained,2025-03,0,0,0,1,0,0.0,4.1,6.0,0.0,10.1,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15636,2024-08-29,40,Europe,Startup/Individual,Basic,29.0,464.0,Referral,Credit Card,2024-08-29,2025-08-29,16,0,0,0,2025-12-30,Daily,1,50,33.0,18,1,19.6,1,0,0,0,0,,Active / Retained,2024-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15637,2025-06-21,55,Asia Pacific,Mid-Market,Enterprise,249.0,1494.0,Referral,Credit Card,2025-06-21,2026-06-21,6,0,0,0,2025-12-17,Occasional (1-2x/wk),14,19,22.1,11,0,3.5,2,0,0,0,0,,Active / Retained,2025-06,1,0,0,0,1,20.4,0.0,0.0,12.0,32.4,Medium Risk,Severe Inactivity,Loyal Customers
CUST-15638,2025-02-24,33,North America,SMB,Basic,29.0,290.0,Paid Ads,Credit Card,2025-02-24,2026-02-24,10,0,0,0,2025-12-29,Occasional (1-2x/wk),2,4,22.8,6,0,2.3,2,0,0,0,0,,Active / Retained,2025-02,0,0,0,0,0,0.0,2.5,0.0,14.5,17.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15639,2024-07-21,35,North America,Startup/Individual,Basic,29.0,493.0,Partner Affiliate,Credit Card,2024-07-21,2025-07-21,17,0,0,0,2025-12-16,Rare (1-2x/mo),15,2,2.0,1,0,-44.6,2,0,0,0,1,2025-05-21,Dormancy / No Team Engagement,2024-07,0,0,0,0,1,18.35,16.15,0.0,17.0,51.5,Medium Risk,Severe Inactivity,Churned Customer
CUST-15640,2024-02-08,26,North America,SMB,Basic,29.0,638.0,Content / Webinar,Credit Card,2024-02-08,2025-02-07,22,0,0,0,2025-12-16,Rare (1-2x/mo),15,3,5.4,7,0,-55.8,2,0,0,0,1,2025-07-09,Competitor Migration / Natural Attrition,2024-02,0,0,0,0,1,18.35,18.95,0.0,14.5,51.8,Medium Risk,Activity Dropoff,Churned Customer
CUST-15641,2024-08-27,41,Latin America,Startup/Individual,Basic,29.0,464.0,Direct Sales,Credit Card,2024-08-27,2025-08-27,16,0,0,0,2025-12-16,Rare (1-2x/mo),15,2,14.7,6,1,-58.1,7,1,1,0,1,2025-08-27,Support Friction & Unresolved Issues,2024-08,0,0,1,0,1,18.35,19.525,6.5,2.5,46.9,Medium Risk,Activity Dropoff,Churned Customer
CUST-15642,2025-10-23,26,North America,Enterprise,Enterprise,249.0,498.0,Organic Search,Invoicing,2025-10-23,2026-10-23,2,0,0,0,2025-12-30,Daily,1,32,22.3,3,0,-14.5,1,0,0,0,0,,Active / Retained,2025-10,1,1,0,0,0,0.0,3.625,0.0,17.0,20.6,Low Risk,Healthy Customer / No Major Risk,New Customers At-Risk
CUST-15643,2024-05-10,32,Europe,Startup/Individual,Pro,79.0,1501.0,Content / Webinar,Credit Card,2024-05-10,2025-05-10,19,0,0,0,2025-12-11,Rare (1-2x/mo),20,5,7.9,16,1,-48.4,2,0,0,0,1,2024-07-09,Competitor Migration / Natural Attrition,2024-05,0,0,0,0,1,20.1,14.6,0.0,0.0,34.7,Medium Risk,Severe Inactivity,Churned Customer
CUST-15644,2024-10-31,42,Asia Pacific,Mid-Market,Pro,79.0,1027.0,Direct Sales,Credit Card,2024-10-31,2025-10-31,13,0,0,0,2025-12-26,Occasional (1-2x/wk),5,7,21.5,15,1,-11.9,6,1,1,0,0,,Active / Retained,2024-10,0,0,1,0,0,9.0,5.475,6.5,0.0,21.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15645,2024-11-28,52,Latin America,Startup/Individual,Basic,29.0,377.0,Paid Ads,Credit Card,2024-11-28,2025-11-28,13,0,0,0,2025-12-29,Daily,2,43,14.4,12,1,16.9,1,0,0,0,0,,Active / Retained,2024-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15646,2025-10-11,42,North America,Mid-Market,Enterprise,249.0,498.0,Partner Affiliate,ACH / Bank Transfer,2025-10-11,2026-10-11,2,0,0,0,2025-12-30,Weekly (3-5x/wk),1,16,25.2,3,0,6.6,2,0,0,0,0,,Active / Retained,2025-10,1,1,0,0,0,0.0,0.0,0.0,17.0,17.0,Low Risk,Healthy Customer / No Major Risk,New Customers At-Risk
CUST-15647,2024-07-29,34,Latin America,SMB,Pro,79.0,1343.0,Referral,PayPal,2024-07-29,2025-07-29,17,0,0,0,2025-12-27,Weekly (3-5x/wk),4,37,42.7,8,0,18.8,1,0,0,0,0,,Active / Retained,2024-07,0,0,0,0,0,7.5,0.0,0.0,14.5,22.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15648,2024-06-19,36,North America,Mid-Market,Enterprise,249.0,4482.0,Referral,Credit Card,2024-06-19,2025-06-19,18,0,0,0,2025-12-29,Weekly (3-5x/wk),2,12,15.8,13,1,-8.2,0,0,0,0,0,,Active / Retained,2024-06,1,0,0,0,0,0.0,2.05,0.0,0.0,2.0,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-15649,2025-06-25,31,Asia Pacific,SMB,Basic,29.0,174.0,Paid Ads,Credit Card,2025-06-25,2026-06-25,6,1,0,1,2025-12-08,Rare (1-2x/mo),23,2,5.6,1,0,-94.3,2,0,0,0,1,2025-07-25,Plan Downgrade / Low Perceived ROI,2025-06,0,0,0,0,1,21.15,25.0,0.0,25.0,71.2,High Risk,Activity Dropoff,Churned Customer
CUST-15650,2025-06-08,58,Asia Pacific,Mid-Market,Pro,79.0,474.0,Organic Search,Credit Card,2025-06-08,2026-06-08,6,0,0,0,2025-12-25,Weekly (3-5x/wk),6,15,6.0,13,1,13.6,2,0,0,0,0,,Active / Retained,2025-06,0,0,0,0,0,10.5,0.0,0.0,0.0,10.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-15651,2025-03-27,56,North America,Startup/Individual,Basic,29.0,261.0,Referral,PayPal,2025-03-27,2026-03-27,9,0,0,0,2025-12-27,Weekly (3-5x/wk),4,43,42.2,4,0,-9.5,2,0,0,0,0,,Active / Retained,2025-03,0,0,0,0,0,7.5,2.375,0.0,17.0,26.9,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-15652,2025-07-01,30,North America,Mid-Market,Pro,79.0,474.0,Direct Sales,Credit Card,2025-07-01,2026-07-01,6,0,0,0,2025-12-06,Rare (1-2x/mo),25,2,15.0,4,0,-42.4,2,0,0,2,1,2025-11-30,Involuntary Billing / Payment Failure,2025-07,0,0,0,1,1,21.85,15.6,12.0,17.0,66.4,High Risk,Severe Inactivity,Churned Customer
CUST-15653,2025-05-18,28,Europe,SMB,Pro,79.0,553.0,Organic Search,Credit Card,2025-05-18,2026-05-18,7,0,0,0,2025-12-25,Weekly (3-5x/wk),6,51,32.3,9,1,16.6,4,0,0,1,0,,Active / Retained,2025-05,0,0,0,1,0,10.5,0.0,6.0,0.0,16.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
